преподавал	преподавать	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
полномочий	полномочие	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
куда	куда	ADV	Degree=Pos
возрастает	возрастать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
знаний	знание	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
получив	получить	VERB	Aspect=Perf|Tense=Past|VerbForm=Conv|Voice=Act
демонстрация	демонстрация	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
заявку	заявка	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
трудами	труд	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur
разнообразие	разнообразие	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
гасить	гасить	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
Скажем	сказать	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act
иными	иной	ADJ	Case=Ins|Degree=Pos|Number=Plur
собственным	собственный	ADJ	Case=Dat|Degree=Pos|Number=Plur
собственным	собственный	ADJ	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing
собственным	собственный	ADJ	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
оставляя	оставлять	VERB	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act
работодателю	работодатель	NOUN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing
проще	просто	ADV	Degree=Cmp
проще	простой	ADJ	Degree=Cmp
казались	казаться	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid
трудности	трудность	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
трудности	трудность	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
Медведеву	Медведев	PROPN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing
дорогое	дорогой	ADJ	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
городка	городок	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
Играх	Игра	PROPN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur
оцениваете	оценивать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act
Благодаря	благодаря	ADP	_
Жаль	жаль	ADV	Degree=Pos
1500	1500	NUM	_
пропускает	пропускать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
районах	район	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur
надежда	надежда	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
дополнительную	дополнительный	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
федерация	федерация	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
дифференциации	дифференциация	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
существующие	существовать	VERB	Aspect=Imp|Case=Nom|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act
небольшое	небольшой	ADJ	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
небольшое	небольшой	ADJ	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
итальянском	итальянский	ADJ	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
эпидемий	эпидемия	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
особым	особый	ADJ	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
незадолго	незадолго	ADV	Degree=Pos
30	30	NUM	_
Вокруг	вокруг	ADP	_
Луне	Луна	PROPN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
Луне	Луна	PROPN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
сохранения	сохранение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
Абхазия	Абхазия	PROPN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
найдут	найти	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act
характеристики	характеристика	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
характеристики	характеристика	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
характеристики	характеристика	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
Российский	российский	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
капиталистических	капиталистический	ADJ	Case=Gen|Degree=Pos|Number=Plur
акцию	акция	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
вузе	вуз	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
сверстников	сверстник	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur
льду	лед	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
класса	класс	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
любом	любой	DET	Case=Loc|Gender=Neut|Number=Sing
любом	любой	DET	Case=Loc|Gender=Masc|Number=Sing
толчок	толчок	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
русском	русский	ADJ	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
маски	маска	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
маски	маска	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
атомную	атомный	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
пытаются	пытаться	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid
процедур	процедура	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
заметили	заметить	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
года	год	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
наконец	наконец	ADV	Degree=Pos
шар	шар	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
выводы	вывод	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
выводы	вывод	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
спросят	спросить	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act
свойствам	свойство	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Plur
прогрессивная	прогрессивный	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
рядовые	рядовой	ADJ	Case=Nom|Degree=Pos|Number=Plur
офисов	офис	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
принесет	принести	VERB	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act
Хабаровского	Хабаровский	PROPN	_
ядерных	ядерный	ADJ	Case=Loc|Degree=Pos|Number=Plur
ядерных	ядерный	ADJ	Case=Gen|Degree=Pos|Number=Plur
ломает	ломать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
предложили	предложить	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
99	99	NUM	_
Используя	использовать	VERB	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act
космонавтов	космонавт	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur
космонавтов	космонавт	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur
границ	граница	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
лишним	лишний	ADJ	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing
лишним	лишний	ADJ	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
пресечения	пресечение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
км	километр	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
км	километр	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur
км	километр	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
мягких	мягкий	ADJ	Case=Gen|Degree=Pos|Number=Plur
ныне	ныне	ADV	Degree=Pos
предпринимать	предпринимать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
отвечает	отвечать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
платье	платье	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
бизнесу	бизнес	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
боевой	боевой	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
боевой	боевой	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
повышением	повышение	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
тихий	тихий	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
шириной	ширина	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
попадать	попадать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
забывайте	забывать	VERB	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act
золотые	золотой	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur
золотые	золотой	ADJ	Case=Nom|Degree=Pos|Number=Plur
первая	первый	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
обучение	обучение	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
обучение	обучение	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
гарантом	гарант	NOUN	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing
остальным	остальной	ADJ	Case=Dat|Degree=Pos|Number=Plur
оптические	оптический	ADJ	Case=Nom|Degree=Pos|Number=Plur
всякая	всякий	DET	Case=Nom|Gender=Fem|Number=Sing
примерно	примерно	ADV	Degree=Pos
заявлением	заявление	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
составила	составить	VERB	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
выдаче	выдача	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
39	39	NUM	_
компьютерные	компьютерный	ADJ	Case=Nom|Degree=Pos|Number=Plur
моральное	моральный	ADJ	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
партнера	партнер	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing
партнера	партнер	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
общая	общий	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
средств	средства	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
средств	средство	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
Вермеер	Вермеер	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
величины	величина	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
солнечные	солнечный	ADJ	Case=Nom|Degree=Pos|Number=Plur
Андрей	Андрей	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
базовые	базовый	ADJ	Case=Nom|Degree=Pos|Number=Plur
сделал	делать	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
отнимать	отнимать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
окном	окно	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
отце	отец	NOUN	Animacy=Anim|Case=Loc|Gender=Masc|Number=Sing
чекист	чекист	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
играх	игра	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur
гектаров	гектар	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
соседнем	соседний	ADJ	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
комментировать	комментировать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
издержки	издержка	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
бомбу	бомба	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
добра	добро	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
братьям	брат	NOUN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur
